rank,trail_name,location,breadcrumbs,difficulty,rating,num_reviews,route_type,length,high,low,gmaps_link,description,photo
56,"
        Yoho Lake Trail
    ","Golden, BC","BC Rockies,Yoho National Park",Difficult,5.0,1,Point to Point,2.7,"
    1,809","
    1,728","https://maps.google.com/?daddr=51.487477,-116.488388","<div class=""mb-1"">
        The trail can be strenuous as you climb the side of the mountain. Areas are rocky, narrow, and uneven. Near the top, beautiful views of the waterfall and valley make this a worthwhile trek. Continuing to the lake showcases multiple areas to sit and enjoy a snack. A well-established campsite adjacent to the lake would make this an appropriate spot to overnight.
    </div>",
57,"
        Great Divide Trail - Moose River West Alternate Route
    ","Valemount, BC","BC Rockies,Valemount",Difficult,5.0,1,Point to Point,6.5,"
    1,454","
    1,407","https://maps.google.com/?daddr=53.073624,-118.847714","<div class=""mb-1"">Resources regularly updated with the latest conditions and other information are:<br>
- GDTA website <a rel=""nofollow"" target=""_blank"" href=""http://www.greatdividetrail.com"">www.greatdividetrail.com</a><br>
- Dustin Lynx book <a rel=""nofollow"" target=""_blank"" href=""https://rmbooks.com/book/hiking-canadas-great-divide-trail-3rd-edition"">""Hiking Canada's Great Divide Trail""</a><br>
- <a rel=""nofollow"" target=""_blank"" href=""https://atlasguides.com/great-divide-trail/"">GDT App</a><br>
- Ryan Silk's <a rel=""nofollow"" target=""_blank"" href=""https://sites.google.com/ryansilk.com/maps"">GDT Map Atlas</a><br>
- <a rel=""nofollow"" target=""_blank"" href=""http://gemtrek.com"">Gem Trek maps</a></div>",
53,"
        Tplaqin Trail
    ","Enderby, BC","Cariboo, Chilcotin Coast",Intermediate,5.0,1,Point to Point,9.5,"
    1,252","
    473","https://maps.google.com/?daddr=50.576017,-119.104722","<div class=""mb-1"">There is a restroom at the parking area in the Provincial Park.</div>",
52,"
        Great Divide Trail - Amiskwi Ridge Alternate Route
    ","Golden, BC","BC Rockies,Golden",Difficult,5.0,1,Point to Point,8.3,"
    2,394","
    1,853","https://maps.google.com/?daddr=51.618644,-116.680483","<div class=""mb-1"">Resources regularly updated with the latest conditions and other information are:<br>
- GDTA website <a rel=""nofollow"" target=""_blank"" href=""http://www.greatdividetrail.com"">www.greatdividetrail.com</a><br>
- Dustin Lynx book <a rel=""nofollow"" target=""_blank"" href=""https://rmbooks.com/book/hiking-canadas-great-divide-trail-3rd-edition"">""Hiking Canada's Great Divide Trail""</a><br>
- <a rel=""nofollow"" target=""_blank"" href=""https://atlasguides.com/great-divide-trail/"">GDT App</a><br>
- Ryan Silk's <a rel=""nofollow"" target=""_blank"" href=""https://sites.google.com/ryansilk.com/maps"">GDT Map Atlas</a><br>
- <a rel=""nofollow"" target=""_blank"" href=""http://gemtrek.com"">Gem Trek maps</a></div>",
68,"
        Seaside Trail
    ","North Saanich, BC","Vancouver Island,Ruckle Provincial Park",Intermediate,5.0,1,Point to Point,6.2,"
    23","
    4","https://maps.google.com/?daddr=48.770066,-123.377837","<div class=""mb-1"">
        As mapped, this trail connects the Ruckle Heritage farm to Yeo point. The trail is marked throughout, though occasionally a little overgrown in parts. <br>
<br>
Grandma's Bay, Bear Point, Coppermine Point, and Yeo Point are all worth stopping at to enjoy the scenery. <br>
<br>
In one run here I saw crabs, a sea lion, and a seal. Putting up a good time will be challenging with all the places to stop and smell the flowers!
    </div>",https://cdn2.apstatic.com/photos/hike/7058437_medium_1556890982.jpg
67,"
        Mt. Killam Trail
    ","Gibsons, BC","Vancouver Coast and Mountains,Sunshine Coast",Difficult,5.0,1,Point to Point,4.1,"
    836","
    131","https://maps.google.com/?daddr=49.475025,-123.435365","<div class=""mb-1"">
        After leaving the logging road, this trail heads through a clear-cut that has partially destroyed some of the trail with debris. It is possible to still follow the trail markers, but time can be saved by cutting across the clear-cut to the rest of the well-marked trail through the forest. The trail crosses Whispering Creek shortly after you enter the forest, and this is a good spot to re-fill water. It is then a steep trek up to the peak. The best views to be had are approximately 30 minutes before you reach the peak.
    </div>",https://cdn2.apstatic.com/photos/hike/7037893_medium_1555087008.jpg
69,"
        Gwillim Lakes Trail
    ","Nakusp, BC","BC Rockies,Valhalla Provincial Park",Intermediate/Difficult,5.0,1,Point to Point,5.8,"
    2,148","
    1,625","https://maps.google.com/?daddr=49.782967,-117.745068","<div class=""mb-1"">As with any of the backcountry parking in the Kootenays, make sure to wrap chicken wire around your vehicle to prevent procupines from chewing on your fuel lines, etc. We brought our own but there was plenty at the upper trailhead. Not sure about the various lower parking spots along the road, though.</div>",https://cdn2.apstatic.com/photos/hike/7078084_medium_1619543622.jpg
49,"
        Russet Lake Trail
    ","Whistler, BC","Vancouver Coast and Mountains,Whistler",Difficult,5.0,1,Point to Point,3.0,"
    1,970","
    1,716","https://maps.google.com/?daddr=50.029366,-122.890205","<div class=""mb-1"">
        This obvious trail runs from the clearly-signed junction with <a href=""https://www.hikingproject.com/trail/7084802/singing-pass-trail"">Singing Pass Trail</a> and the <a href=""https://www.hikingproject.com/trail/7084864/musical-bumps-trail"">Musical Bumps Trail</a>. A sustained but enjoyable climb takes you 300 meters up from the junction to a rocky col above Russet Lake. Here there is a new hut, open year-round under construction (as of July 2019 it is almost finished). <br>
<br>
Straightforward, out-and-back to return to the <a href=""https://www.hikingproject.com/trail/7084802/singing-pass-trail"">Singing Pass Trail</a> junction.
    </div>",
51,"
        Great Divide Trail - Mt Rowe/Sage Pass Alternate Route
    ","Pincher Creek, AB","Southwestern Alberta,Twin Butte,Waterton Lakes National Park",Difficult,5.0,1,Point to Point,15.5,"
    2,498","
    2,090","https://maps.google.com/?daddr=49.045492,-114.06405","<div class=""mb-1"">Resources regularly updated with the latest conditions and other information are:<br>
- GDTA website <a rel=""nofollow"" target=""_blank"" href=""http://www.greatdividetrail.com"">www.greatdividetrail.com</a><br>
- Dustin Lynx book <a rel=""nofollow"" target=""_blank"" href=""https://rmbooks.com/book/hiking-canadas-great-divide-trail-3rd-edition"">""Hiking Canada's Great Divide Trail""</a><br>
- <a rel=""nofollow"" target=""_blank"" href=""https://atlasguides.com/great-divide-trail/"">GDT App</a><br>
- Ryan Silk's <a rel=""nofollow"" target=""_blank"" href=""https://sites.google.com/ryansilk.com/maps"">GDT Map Atlas</a><br>
- <a rel=""nofollow"" target=""_blank"" href=""http://gemtrek.com"">Gem Trek maps</a></div>",
47,"
        Elk Mountain Trail
    ","Chilliwack, BC","Vancouver Coast and Mountains,Chilliwack",Difficult,5.0,1,Point to Point,4.3,"
    1,419","
    628","https://maps.google.com/?daddr=49.105003,-121.820365","<div id=""comment-type"" class=""mb-1"" style=""display:none;"">
                            <h3 class=""mt-half"" id=""comment-type-label"">Comment Type:</h3>
                            <div></div> 

                            <label><input type=""radio"" name=""type"" value=""LOSTFOUND""> Lost or Found Item
    <span class=""text-warm small"">self-destructs in 30 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""CONDITION""> Temporary (Condition Report, Upcoming Event, etc)
    <span class=""text-warm small"">self-destructs in 90 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""BETA""> Beta for this Trail or Personal
    Opinion</label>

<script>
    </script>

                        </div>",
64,"
        Sediments Creek Hike
    ","Haines Junction, YT",Northern BC,Difficult,5.0,1,Point to Point,4.7,"
    1,361","
    407","https://maps.google.com/?daddr=59.793379,-137.277119","<div class=""mb-1"">This hike follows a well-developed use trail from campsites at the mouth of Sediments Creek to views from the plateau of Goat Ridge to the west. It is usually included as an option with a rafting trip on the Tatshenshini and Alsek Rivers; trips which end at Dry Bay in Glacier National Park, Alaska. A number of American and Canadian outfitters offer such trips, which are usually run between June and September.</div>",https://cdn2.apstatic.com/photos/hike/7054331_medium_1555706667.jpg
43,"
        Welsh Lakes Trail
    ","Invermere, BC",BC Rockies,Difficult,5.0,1,Point to Point,3.6,"
    2,158","
    1,678","https://maps.google.com/?daddr=50.643776,-116.463765","<div class=""mb-1"">The last kilometer of the road up to the trailhead is in poor condition, is a option to park at lower parking lot and hike the extra distance up to the trailhead.</div>",
44,"
        A River Runs Through It
    ","Whistler, BC","Vancouver Coast and Mountains,Whistler,North Whistler",Difficult,5.0,1,Point to Point,4.8,"
    694","
    647","https://maps.google.com/?daddr=50.135585,-122.976551","<div class=""mb-1"">
        This classic Whistler trail has great access from the village and proves quite difficult from the get-go. If you start the hike and are struggling, it would be best to turn around. The next exit point is at the halfway point and the trail is loaded with features and tight rocky sections. <br>
<br>
The trail is also entirely in the trees so it is nice and shaded on a hot day. Don't let the elevation profile and distance fool you, this is a challenging hike.
    </div>",
35,"
        LSD
    ","Whistler, BC","Vancouver Coast and Mountains,Whistler,South Whistler",Easy,5.0,1,Point to Point,1.8,"
    744","
    690","https://maps.google.com/?daddr=50.063366,-123.032785","<div class=""mb-1"">
        Find the entrance to the trail just next to the parking lot at Logger's Lake. Enjoy the gentle, rolling gradients as the trail snakes through the forest. This is a far better option than hiking on the nearby forest service road.
    </div>",
45,"
        Great Divide Trail - South Kananaskis Pass Alternate Route
    ","Canmore, AB","Southwestern Alberta,Banff National Park",Difficult,5.0,1,Point to Point,12.5,"
    2,276","
    1,711","https://maps.google.com/?daddr=50.634512,-115.232417","<div class=""mb-1"">Resources regularly updated with the latest conditions and other information are:<br>
- GDTA website <a rel=""nofollow"" target=""_blank"" href=""http://www.greatdividetrail.com"">www.greatdividetrail.com</a><br>
- Dustin Lynx book <a rel=""nofollow"" target=""_blank"" href=""https://rmbooks.com/book/hiking-canadas-great-divide-trail-3rd-edition"">""Hiking Canada's Great Divide Trail""</a><br>
- <a rel=""nofollow"" target=""_blank"" href=""https://atlasguides.com/great-divide-trail/"">GDT App</a><br>
- Ryan Silk's <a rel=""nofollow"" target=""_blank"" href=""https://sites.google.com/ryansilk.com/maps"">GDT Map Atlas</a><br>
- <a rel=""nofollow"" target=""_blank"" href=""http://gemtrek.com"">Gem Trek maps</a></div>",
42,"
        Okanagan High Rim Trail: Segment 6 - Goudie FSR to Mission Creek
    ","Kelowna, BC",BC Rockies,Intermediate,5.0,1,Point to Point,8.9,"
    1,429","
    845","https://maps.google.com/?daddr=49.9026,-119.241535","<div class=""mb-1"">
        <ul class=""trail-sections"">
                    <li>
                <a href=""https://www.hikingproject.com/trail/7099190/okanagan-high-rim-trail"">Okanagan High Rim Trail</a>
            </li>
            </ul>
    </div>",
