attraction_name,attraction_rating,attraction_category,num_reviews,rank_in_city,photo,about,suggested_duration
Parksville & District Chamber of Commerce and Visitor Centre,4.5,Visitor Centres,48,#7 of 15 things to do in Parksville,background-image:url(https://media-cdn.tripadvisor.com/media/photo-o/0a/ad/2a/b1/parksville-visitor-centre.jpg),"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">This info centre was a nice place to find on a recent bicycling trip I took up the Coastline Route. The staffers were friendly, gave me some good tips about where to go, and they have an excellent placemat-sized map of the Parksville/Qualicum Beach area that they pass out to travelers. (The free maps are in a lot of places, so be sure to pick one up from somewhere if you visit the region.) They could have been a bit better-informed -- they weren't sure about the Lasqueti Island ferry schedule, and they recommended a restaurant that is now closed -- but they were all nice. Of course they were -- they're Canadians, eh? I appreciated how they refilled my water bottle from their tap, which was helpful, because there's no drinking fountain outside. When I left, they were trying to sort out transportation to Nanaimo for two Japanese girls who somehow showed up there with no car, and speaking limited English. Good folks at this centre!</span></div>",< 1 hour
Tidemark Theatre,4.0,Theatres,13,#18 of 34 things to do in Campbell River,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/1a/fd/0b/63/tidemark-exterior.jpg),"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">We were here for The Irish Rovers Concert. The Theater itself is Art Deco Style with comfortable seating for about 450 people. The Sound quality was excellent. The Theater is conveniently located within walking distance to Hotels and shops.</span></div>",2-3 hours
Deas Island Regional Park,4.5,Parks,24,#8 of 27 things to do in Delta,background-image:url(https://media-cdn.tripadvisor.com/media/photo-o/0a/ff/a8/60/heritage-house-at-deas.jpg),"<div class=""WlYyy diXIH dDKKM"">Attractions</div>",More than 3 hours
Manley Creek Park,4.5,Parks,2,#8 of 13 things to do in Cobble Hill,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/0f/e9/7f/2a/cherry-creek-beach.jpg),,
Lawn Point Provincial Park,5.0,Nature & Wildlife Areas • Parks,1,#6 of 7 things to do in Port Alice,,,
Mt. Boucherie Estate Winery,4.5,Wineries & Vineyards,96,#10 of 34 things to do in West Kelowna,background-image:url(https://media-cdn.tripadvisor.com/media/photo-o/1b/6d/84/18/mt-boucherie-estate-winery.jpg),"<div class=""WlYyy diXIH dDKKM"">Explore different ways to experience this place.</div>",
"Alert Bay Ecological Park, Alert Bay, British Columbia",4.5,Parks,64,#3 of 13 things to do in Alert Bay,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/0f/db/8a/f5/photo5jpg.jpg),"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">Have never seen so much lichen growing from trees and shrups.  So much that it looked like icicles hanging from the branches.  The air must be so pure there!!!!</span></div>",
Travel Alberta Field Visitor Information Centre,4.5,Visitor Centres,55,#5 of 7 things to do in Field,background-image:url(https://media-cdn.tripadvisor.com/media/photo-o/12/fc/8a/d4/beach-and-lake-area-with.jpg),"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">A great facility with a lot of extremely helpful, knowlegeable staff who can answer any questions about the park and give lots of suggestions as to hikes that suit your fitness level.  There are also very  clean washrooms.  There is also a gift shop.<br></span></div>",< 1 hour
The Pumpkin Patch,4.5,Cultural Events,2,#7 of 16 things to do in Armstrong,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/19/98/de/70/the-pumpkin-patch.jpg),,
Loveland Bay Provincial Park,3.5,Parks,17,#26 of 34 things to do in Campbell River,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/10/32/02/fb/photo1jpg.jpg),"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">This review is for the Loveland Bay Campground. We arrived there late one night as we unexpectedly ended up having to spend the night in Campbell River. It was a Thursday before the long weekend and it looked like all of the sites were booked up - the only problem with the Provincial Campgrounds is that there is no way of finding out if there's vacancies in the first come first serve sites until you arrive, and there was no sign saying No Vacancy on the road. We stopped and talked to the campground operator's and they were very friendly, found us a place to stay just for the one night and delivered fire wood right to the campsite. It's a rustic campground with a nice setting right on the lake and really nice sites with lots of trees. I would suggest making a reservation online before going, or arriving early in the day to check for vacancies.</span></div>",
Forest and Fire Nature Trail,3.0,Hiking Trails,1,#11 of 16 things to do in Glacier National Park of Canada,,,1-2 hours
Coast Mountain Dairy,5.0,Other Food & Drink,1,#1 of 2 things to do in Yarrow,,,
Theatre In The Country,4.5,Theatres,11,#10 of 19 things to do in Maple Ridge,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/0d/ef/19/1f/my-friends-and-i-with.jpg),"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">This theatre group put on  plays, musicals and reviews in a tiny theatre converted from a (formerly) school gym.  As long as the A/C works it is comfortable, when it didnt it was like a boiler-house.  The first production I saw there was ""Mary Poppins"" and it was very well done with good performances from both children and adults. The second one was ""Agnes of God"", a difficult and series play, also very well done, by another theatre group using this theatre.<br><br>The third broke the pattern, unfortunately. It was   amateur performances by a group of children and adults who had had, I believe, only six days of rehearsal (it was a 'summer camp' kind of experience)  and the $15.00 admission charge was way over the top for very uneven performances. This was a show that should have been advertised 'for family and friends' of the performers, with a donation for expenses (which must have been minimal)   The improv theatre skit was one of the worst I've ever seen and should only have been performed in someone's living room for a laugh!<br><br>The administration  for T in the C lives a lot to  be desired.  My tickets, printed on the computer, stated 2 p.m. as the start, whereas others had 2.30, which is when it actually started.  As there was nothing else to do there  'in the country', not even coffee and snacks, it was annoying to have come a long way and then have to wait in the heat for the performance.</span></div>",
Blue Mountain Vineyard and Cellars,4.0,Wineries & Vineyards,40,#10 of 18 things to do in Okanagan Falls,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/06/b4/ea/dd/blue-mountain-vineyard.jpg),"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">The views are absolutely amazing. The label on on the wine bottles have the spectacular view facing south. The building itself is almost completely covered in vines adding to a type of uniqueness that this winery seems to have. Haley was pouring for our particular tasting, and she was very knowledgeable and friendly. It's not that far off the beaten path, I would recommend visiting this winery if you are in the area.</span></div>",
Swiller's Pond Petting Farm,4.5,Farms,23,#37 of 53 things to do in Oliver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/07/ad/b3/78/swiller-s-pond-petting.jpg),"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">We are visiting Okanagan Falls this week and wanted to take our 2.5 year old to the petting zoo. Swiller's has had great reviews. Unfortunately  when we arrived the owner met us in the driveway to let us know that the petting zoo was no longer and they were preparing to move. She also let us know that a couple of the other farm like petting zoos in the area have also closed down. Can't confirm so suggest calling first!</span></div>",1-2 hours
Great Canadian Casino,2.5,Casinos,4,#59 of 69 things to do in Nanaimo,,,
Kohan Reflection Garden,4.5,Gardens,44,#2 of 10 things to do in New Denver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/04/45/57/29/kohan-reflection-garden.jpg),"<div class=""WlYyy diXIH dDKKM"">Attractions</div>",
Glen Canyon Regional Park,4.5,Nature & Wildlife Areas • Parks • Hiking Trails,33,#17 of 34 things to do in West Kelowna,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/0d/89/ea/37/at-the-entrance-to-glenn.jpg),"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">Glen Canyon Regional Park is dog friendly and a great walk up the well maintained stairs.  Parking is just steps away from the trail and  I have never seen it crowded</span></div>",1-2 hours
Lavender and Black,5.0,Farms,8,#22 of 43 things to do in Salt Spring Island,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/17/c5/84/7c/photo0jpg.jpg),"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">I highly recommend you visit this beautiful farm! They have the nicest store filled with great products ! Great time here with lovely hosts! I look forward to returning . Also they have the most beautiful dog Hanah!</span></div>",< 1 hour
Parkside Art Gallery,5.0,Art Galleries,7,#5 of 11 things to do in 100 Mile House,background-image:url(https://media-cdn.tripadvisor.com/media/photo-m/1280/1c/c0/98/e5/parkside-art-gallery.jpg),"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">Amazing artwork well displayed. Parkside Art Gallery has a large upstairs full of wonderful arts, from paintings, drawings, glasswork, jewelry, and more. Wall artwork changes about every month, gives local artists a chance to show their work. Love going here.</span></div>",1-2 hours
Kruger Ridge Trails,4.0,Hiking Trails,3,#28 of 34 things to do in Osoyoos,,,
Memory Island Provincial Park,4.5,Parks,3,#5 of 10 things to do in Shawnigan Lake,,,
Mayne Island Brewing,5.0,Breweries,10,#4 of 9 things to do in Mayne Island,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/13/f7/2f/d7/photo0jpg.jpg),"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">I am not a beer drinker but went with my daughter.  Unusual that we got samples of their product, no charge!  The staff were very friendly and knowledgeable.  A very busy establishment, and all the comments were very positive.  The beer was also very reasonably priced.</span></div>",< 1 hour
Robert Burnaby Park,4.0,Parks,16,#17 of 42 things to do in Burnaby,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/15/f0/ca/6a/view-from-parking-lot.jpg),"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">Robert Burnaby Park has may options to choose from: numerous walking and hiking trails; many kids play area's; summer outdoor pool; frisbee golf; fresh air +</span></div>",
Mile Zero,4.0,Scenic Drives,39,#56 of 146 things to do in Victoria,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/10/f9/ae/f9/mile-zero.jpg),"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">Ah, the Mile Zero marker! This is one of those attractions/landmarks I’ve passed by countless times but never really took the time to fully appreciate it or its significance. Like many things we Canadians do, this marker is fairly understated – far from being grandiose – but it denotes a highly important moment in the country’s history: The start (or termination) of the Trans-Canada Highway. Most other places would probably have flashy lights or gaudy monuments to signify such a feat, but not here. A simple sign and weathered plaque will do. After all, the marker just signifies the start (or finish) of some 8,000 kilometers of highway – the longest continuous stretch in the world!<br><br>Of course, if we’re being a bit imaginative, we can also say that “Mile Zero” has another, more philosophical and substantive, meaning. It signifies the hope embodied by Terry Fox’s “Marathon of Hope” (1980), on the one hand, and denotes the terminus, on the other hand, of Stephen Fonyo’s epic “Journey For Lives” marathon and (1984-85). The “hope” of Fox was to run across Canada, in an effort to raise funds for cancer research, and conclude his marathon at Victoria’s “Mile Zero”; however, his cancer returned and forced him to abandon his efforts at Thunder Bay. Four years later, Mr. Fonyo, who’d also lost a leg to cancer, picked up the ram’s horn and ran with it clear across the country – from St. John’s, Newfoundland to Victoria, BC – and finished his own saga at the Mile Zero marker. There is a statue of Fox and a monument to Fonyo, rightly so, adjacent to the Trans-Canada Highway “Mile Zero” marker.<br><br>From a historical perspective, then, this modest marker is deeply important not just for the sheer efforts of those involved in creating the Trans-Canada highway but also because of what it speaks to in terms of our individual and communal perseverance as a nation. And while I wouldn’t necessarily suggest making it a point to visit this landmark on its own, it nevertheless complements any journey to Beacon Hill Park.</span></div>",< 1 hour
Kinaskan Lake Provincial Park,5.0,Parks,12,#1 of 3 things to do in Iskut,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/08/5b/f7/af/kinaskan-lake-provincial.jpg),"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">fulminant nature and great campground :-)<br>friendly owner and absolutly calm. So great :-)<br>Everything was clean and the rv spaces are really large.<br>Best wishes from Germany</span></div>",
Okanagan Spirits Craft Distillery,4.5,Distilleries,98,#15 of 97 things to do in Kelowna,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/12/48/cb/77/group-tastings-throughout.jpg),"<div class=""WlYyy diXIH dDKKM"">Explore different ways to experience this place.</div>",< 1 hour
Powerhouse Theatre,4.0,Theatres,1,#31 of 36 things to do in Vernon,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/16/ab/cf/85/great-performance.jpg),,2-3 hours
