attraction_name,attraction_rating,attraction_category,num_reviews,rank_in_city,photo,about,suggested_duration
Salmon Arm Water Slides,3.5,Water Parks,80,#14 of 46 things to do in Salmon Arm,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/13/ce/1f/6b/waterslides.jpg),"We are one of the last tower water slides left standing in Canada, and have a great set of activities for the whole family! We feature 4 large tower water slides, 3 smaller kiddie slides combined with fountains and shallow pools, mini putt, high performance remote control car racing on our custom-built track, and EVEN an arcade so you can get out of the sun but keep having fun! Don`t forget, we also have an RV park on location so that the family can stick around and enjoy beautiful Salmon Arm! Please visit our website linked on this page for pricing and more details.",More than 3 hours
Albert Dyck Park,4.0,Bodies of Water • Parks,23,#18 of 60 things to do in Abbotsford,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/0a/83/43/a6/walmsley-lake.jpg),,< 1 hour
BMX Pump Track,4.5,Motorcycle Trails,2,#33 of 45 things to do in Golden,background-image:url(https://media-cdn.tripadvisor.com/media/photo-o/05/a3/51/60/bmx-pump-track.jpg),,< 1 hour
Burns Bog,4.5,Nature & Wildlife Areas • Hiking Trails,21,#9 of 27 things to do in Delta,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/17/f0/69/e7/burns-bog-boardwalk.jpg),,1-2 hours
Riverside Park,4.0,Parks,14,#2 of 15 things to do in Vanderhoof,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/0f/c8/e6/ac/photo3jpg.jpg),,
Blackwood Lane Vineyards & Winery,3.0,Wineries & Vineyards,17,#18 of 20 things to do in Langley City,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/15/8e/7c/57/enjoying-the-patio.jpg),"Blackwood Lane Winery was the dream of Carlos Lee and that of his oenophile partners. Their goal was simple, to produce wines that lived up to their high standards and expectations. Their philosophy is summarized in the Company’s motto: “Bonus Vita et Bonus Amici” (Good Life and Good Friends). As wine lovers, they realized that people in the Greater Vancouver area had to travel to the Okanagan Valley in order to acquire the best wines of the province, so they decided to bring the wines to them. Accordingly, they set up their boutique winery in the heart of the Fraser Valley wine corridor, only minutes from Vancouver, on 12.2 acres of the most beautiful south facing slopes in the area. The winery has a beautiful patio and an authentic stone pizza oven!",
Canoe Cove Beach,5.0,Beaches,1,#3 of 3 things to do in Canoe,background-image:url(https://media-cdn.tripadvisor.com/media/photo-o/0f/9a/2b/a3/birds-fly-in-and-out.jpg),,
Nickel Plate Nordic Centre,5.0,Cross-country Ski Areas,8,#53 of 82 things to do in Penticton,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/07/48/63/86/nickel-plate-cross-country.jpg),"Wintering in the South Okanagan? Nickel Plate has been the hidden gem of Nordic skiing and snowshoeing for over 30 years, but the secret is out! With 56 km's of groomed ski trail and another 26 km's of snowshoeing your winter getaway awaits. Equipment rentals, memberships, day tickets and lessons are available. Located a scenic drive from Penticton and at 1900 metres above sea level. That means...above the clouds! Come see what all the hype is about. Bliss awaits.",2-3 hours
West Vancouver Aquatic Centre,5.0,Water Parks,23,#12 of 27 things to do in West Vancouver,,,
Blue Sky Estate Winery,4.0,Wineries & Vineyards,7,#26 of 34 things to do in Osoyoos,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/17/3b/74/9d/wine-making-equipment.jpg),,
Buchanan Lookout,5.0,Lookouts,6,#9 of 18 things to do in Kaslo,background-image:url(https://media-cdn.tripadvisor.com/media/photo-m/1280/15/88/f2/09/the-view-from-the-top.jpg),,1-2 hours
Hixon Falls,4.5,Waterfalls,2,#1 of 3 things to do in Hixon,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/0d/55/da/ae/2016-06-03-hixon-falls.jpg),,2-3 hours
Forbidden Brewing Co,4.5,Breweries,14,#16 of 30 things to do in Courtenay,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/0b/d4/4c/6b/photo0jpg.jpg),Brewery and lounge. Award winning beer available by the glass and growler fills. Exploring the limits of honest beer.,1-2 hours
Sointula Museum,4.5,History Museums,31,#1 of 7 things to do in Sointula,background-image:url(https://media-cdn.tripadvisor.com/media/photo-o/19/70/47/0b/sointula-museum-winter.jpg),An interactive experience with Sointula’s unique history beginning as an Utopian dream to today’s island community. For all ages. The Sointula Museum is now open daily from 12:00 NOON to 4:00 PM. Safety protocols in place to keep everyone safe and healthy.,< 1 hour
Fernie Wilderness Day Adventures,4.5,Ski & Snowboard Areas,35,#7 of 19 things to do in Fernie,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/16/94/8d/57/fernie-wilderness-day.jpg),"FWA offers daily cat ski trips, guided fly fishing, ice fishing and wildlife tours. Fernie, BC, Canada is world renown for it's fly fishing.Dry fly action for cut throat and bull trout is second to none. Access the back country by snowcat to enjoy a day of cat skiing or boarding. The terrain ranges from ridges,to spectacular gladed meadows. With an elevation at over 7,150 ft / 2170 meters, you are sure to get some of the best snow conditions available!",
Golden & District Museum,4.5,Speciality Museums,14,#12 of 45 things to do in Golden,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/14/5e/27/cf/golden-and-district-museum.jpg),,< 1 hour
Pacific Rim Distilling,5.0,Distilleries,19,#8 of 16 things to do in Ucluelet,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/13/e0/c4/99/getlstd-property-photo.jpg),Luke is a fourth generation distiller and has refined old family recipes for the modern palate. All spirits are fermented with our own wild yeast culture originating in Barkley Sound. We are a true hand crafted distillery using no automation with our 100% BC sourced ingredients. Come in and try a free sample of our exceptionally smooth spirits. If the sign is on the highway we are open.,< 1 hour
Great Northern Snowcat Skiing,4.5,Ski & Snowboard Areas,28,#23 of 31 things to do in Revelstoke,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/16/9c/b0/7a/trout-lake-terrain.jpg),"Have you ever dreamed of floating effortlessly over acres of virgin powder then dropping spectacularly into a treed bowl of equally untouched terrain? For 31 years Great Northern Snowcat Skiing has been bringing those dreams to life. Since 1979, GREAT NORTHERN has strived to provide a quality wilderness skiing experience for our valued guests.We are passionate and focused on maximizing the uniqueness of our operation with highly personalized service and a refreshing attitude towards the ski vacation experience. Distinguished by our individuality, Great Northern’s exclusive “boutiqueness” offers a smaller, more personalized backcountry skiing alternative. By choice, we operate only one state-of-the art passenger snowcat, with just one group of 16 skiers per week. Our signature service from friendly and professional reservation, mountain and lodge staff guarantees our guests' comforts and well-being are first and foremost. With 45 square miles of pristine terrain and over 600 inches of snow annually, Great Northern skiers experience a truly unique sense of intimacy and adventure in the heart of the majestic Selkirk Mountains of British Columbia.",
Spirit Lake Trail,4.0,Hiking Trails,29,#3 of 8 things to do in Skidegate,background-image:url(https://media-cdn.tripadvisor.com/media/photo-c/768x250/11/cf/79/fe/trail-is-well-maintained.jpg),,
Okanagan Art Gallery,4.5,Art Galleries,34,#12 of 34 things to do in Osoyoos,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/18/b1/e9/32/located-on-the-vibrant.jpg),This gallery is a hidden gem with the work of 25 artists displayed over several rooms. Browsers welcome!,< 1 hour
Burgess Shale,5.0,Historic Sites • Hiking Trails,46,#12 of 19 things to do in Yoho National Park,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/08/64/89/9f/photo4jpg.jpg),"The famous Burgess Shale is located in the magnificent Canadian Rockies of southeastern British Columbia. The site is on a ridge between two mountaintops, near the town of Field. Ninety kilometres east, across the Continental Divide, lies the resort town of Banff. To get to the Walcott quarry, you hike a scenic trail a distance of about 10km, taking about 3 hours. All around you is the spectacular scenery of Yoho National Park, including Takakkaw Falls, Emerald Lake, numerous glaciers, and high mountains.",
I-Hos Gallery,4.5,Art Galleries,99,#4 of 30 things to do in Courtenay,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/17/4a/6c/39/raven-mask-on-stand-kwakwakaw.jpg),"We do encourage our customers to follow our social distancing markers on the floor. Only six customers allowed at a time inside I-Hos Gallery. Proper glass guards installed around our counters. I-Hos Gallery presents a collection of traditional and contemporary Northwest Coast artwork, including masks, prints, gold and silver jewelry, wood carvings and more produced by First Nations artists. I-Hos Gallery is Band owned and operated by K'omoks First Nation. Our culture is expressed through our art. We are located between Courtenay and Comox on Vancouver Island, on the site of the original K’omoks Village. We deal directly with all of our First Nation artists and provide you with all legends and artist biographies. I-Hos Gallery is Band owned and operated by K'omoks First Nations and has been est. since 1995.",1-2 hours
Hedley Museum & Tourist Booth,4.5,History Museums,34,#2 of 4 things to do in Hedley,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/0c/9b/0d/71/i-am-happy-i-didn-t-miss.jpg),"The Hedley Museum is opening June 25, 2021 - September 06, 2021. Friday, Saturday, Sunday & Mondays 10:00-4:00pm. A charming heritage museum in the heart of the Similkameen Valley, that shares the towns gold mining history. The building houses a gift shop, tea room and an amazing collection of photos, stories and artifacts. The back garden is shaded and provides a welcome place to sit and enjoy the day. The building is wheel accessible and air conditioned. Admission is by donation but a recommended fee of $3.per adult is most appreciated. Also lots of brochures, maps and info for tourists & visitors at the info booth inside the museum.",1-2 hours
Splash BC Water Parks - Penticton Wibit,4.5,Water Parks,48,#29 of 82 things to do in Penticton,background-image:url(https://media-cdn.tripadvisor.com/media/photo-o/0f/60/36/12/penticton-wibit-water.jpg),"Penticton Wibit Water Park is a company dedicated to your safety and fun. Whether you are in the Okanagan valley on vacation or here to stay. With Wibit Water Park locations on Penticton, Kelowna, and Peachlands’s waterfront we are ready to show you how we have fun in the sun!",More than 3 hours
Boundary Bay Regional Park,4.5,Parks,57,#5 of 27 things to do in Delta,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/0d/6c/63/e1/20161023-155946-largejpg.jpg),,
McGuire Lake Park,4.5,Parks,45,#4 of 46 things to do in Salmon Arm,background-image:url(https://media-cdn.tripadvisor.com/media/photo-c/768x250/0c/d2/24/01/fountain.jpg),,< 1 hour
Casino Nanaimo,3.5,Casinos,62,#44 of 69 things to do in Nanaimo,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/05/b2/be/18/casino-nanaimo.jpg),,
Columbia River,4.5,Bodies of Water,27,#7 of 45 things to do in Golden,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/13/98/c9/15/columbia-river-near-golden.jpg),,
Splashdown Vernon (formerly Atlantis Waterslides),3.5,Water Parks,159,#21 of 36 things to do in Vernon,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/1a/db/80/dd/take-a-look-at-that-view.jpg),"Splashdown Vernon is a Family Waterpark perfect for all ages! The park features 10 slides, an extra-large hot tub, many amenities, relaxing VIP Cabanas, all overlooking the extraordinary view of Swan Lake in the Okanagan. Splashdown Vernon, formerly known as Atlantis Waterslides, operated as a family-favorite for over 35 years. It’s ever popular tube ride River Riot has been voted ""Best Family Fun"" attraction in the Okanagan Region. Now under new ownership, from the owners of Cultus Lake Waterpark & Adventure Park, major upgrades & expansions are on the horizon! Big plans for the park will be rolled out over the next few seasons.",More than 3 hours
The Artym Gallery,5.0,Art Galleries,13,#5 of 14 things to do in Invermere,background-image:url(https://media-cdn.tripadvisor.com/media/photo-o/0a/b1/1a/61/the-artym-gallery.jpg),"Owners Connie Artym-Bradatsch and Grey Bradatsch have been in business for over thirteen years and foresee many more as the premiere art gallery in Invermere, BC. In past years the gallery has won awards for “Business Excellence” and “Entrepreneurship” from the Columbia Valley Chamber of Commerce, and will continue to provide the art and the service that clients have come to expect and appreciate from The Artym. With their knowledgeable and friendly staff boasting over 30 years combined experience; customer service has always been of utmost concern to everyone at the Artym Gallery. Stop by and enjoy the sculpture, paintings and jewellery by over 65 Canadian artists in a constantly changing display at the Artym Gallery.",< 1 hour
Harbour House Yoga,5.0,Sports Camps & Clinics,11,#8 of 15 things to do in Peachland,background-image:url(https://media-cdn.tripadvisor.com/media/photo-o/17/0c/e7/e8/caption.jpg),"Harbour House Yoga encourages the community to embrace their mind-body connection and Sattva lifestyle; embodying balanced body, breath and mind.",
