restaurant_name,rating,num_reviews,rank_in_city,cost,categories
Namnam Restaurant,4.5 of 5 bubbles,2,"#1,768, of 2,497 Restaurants in Vancouver",,Chinese
Mr. Japanese Curry,3.5 of 5 bubbles,3,"#1,767, of 2,497 Restaurants in Vancouver",,Japanese
Uncle Mings Kitchen,5.0 of 5 bubbles,2,"#1,760, of 2,497 Restaurants in Vancouver",,Asian
Freshslice Pizza,3.5 of 5 bubbles,6,"#1,758, of 2,497 Restaurants in Vancouver",$,Pizza
Chi Noodle Bar,4.0 of 5 bubbles,2,"#1,764, of 2,497 Restaurants in Vancouver",,
Pho Golden Pair,4.5 of 5 bubbles,3,"#1,757, of 2,497 Restaurants in Vancouver",,Vietnamese
Rose House Vancouver,4.0 of 5 bubbles,7,"#1,754, of 2,497 Restaurants in Vancouver",$$ - $$$,
Jo's Italian Deli,5.0 of 5 bubbles,1,"#1,745, of 2,497 Restaurants in Vancouver",$$ - $$$,"Italian,Deli"
Sun Century Cafe,3.0 of 5 bubbles,1,"#551, of 679 Restaurants in Richmond",,Chinese
Doner Kebab,5.0 of 5 bubbles,1,"#1,743, of 2,497 Restaurants in Vancouver",,"Lebanese,Mediterranean"
Mazazu Crepe Canada,3.0 of 5 bubbles,3,"#551, of 679 Restaurants in Richmond",,
Mcdonald's Restaurants Ltd,3.5 of 5 bubbles,7,"#541, of 723 Restaurants in Victoria",$,Fast food
Tim Hortons,3.0 of 5 bubbles,2,"#551, of 679 Restaurants in Richmond",,
Kung Fu Noodle,2.5 of 5 bubbles,4,"#620, of 679 Restaurants in Richmond",,Chinese
Harbour Spirit Restaurant,2.5 of 5 bubbles,2,"#614, of 679 Restaurants in Richmond",,Chinese
AAA Restaurant,3.0 of 5 bubbles,5,"#618, of 679 Restaurants in Richmond",,Asian
Good Taste Restaurant,2.0 of 5 bubbles,1,"#617, of 679 Restaurants in Richmond",,
Subway,3.0 of 5 bubbles,4,"#612, of 679 Restaurants in Richmond",,
Ninkazu Japanese Restaurant,3.0 of 5 bubbles,50,"#613, of 679 Restaurants in Richmond",$$ - $$$,"Japanese,Sushi,Asian"
Ikura Japanese Restaurant,3.5 of 5 bubbles,8,"#1,799, of 2,497 Restaurants in Vancouver",$$ - $$$,"Japanese,Sushi"
China Lan Beef Noodles,3.5 of 5 bubbles,3,"#1,792, of 2,497 Restaurants in Vancouver",,"Chinese,Asian"
Dairy Queen (Treat),4.5 of 5 bubbles,3,"#1,790, of 2,497 Restaurants in Vancouver",,
Bel Cafe,4.0 of 5 bubbles,2,"#1,784, of 2,497 Restaurants in Vancouver",,
Beefy Beef Noodle,4.0 of 5 bubbles,5,"#1,783, of 2,497 Restaurants in Vancouver",,"Chinese,Asian,Taiwanese"
My Home Cuisine,4.5 of 5 bubbles,2,"#1,773, of 2,497 Restaurants in Vancouver",,
Rhino's Cafe,2.5 of 5 bubbles,2,"#611, of 679 Restaurants in Richmond",,
Bells And Whistles On 4497 Dunbar,5.0 of 5 bubbles,1,"#1,772, of 2,497 Restaurants in Vancouver",,"American,Brew Pub,Pub,Gastropub"
Red House restaurant,2.5 of 5 bubbles,2,"#610, of 679 Restaurants in Richmond",$,Chinese
0755 Restaurant & Lounge,2.5 of 5 bubbles,2,"#608, of 679 Restaurants in Richmond",,
Fortune Wok,2.0 of 5 bubbles,2,"#651, of 679 Restaurants in Richmond",,Chinese
Beijing Noodle House,3.0 of 5 bubbles,4,"#650, of 679 Restaurants in Richmond",,
Top Shanghai Cuisine Restaurant,2.5 of 5 bubbles,4,"#649, of 679 Restaurants in Richmond",,Chinese
O Cafe,2.5 of 5 bubbles,5,"#647, of 679 Restaurants in Richmond",,
Thaiway Express,2.0 of 5 bubbles,2,"#648, of 679 Restaurants in Richmond",,Thai
Cafe D'lite Express,2.0 of 5 bubbles,1,"#644, of 679 Restaurants in Richmond",$,"Asian,Malaysian"
Wildleaf Viet Cuisine,3.0 of 5 bubbles,4,"#646, of 679 Restaurants in Richmond",$,
Tacofino - Kitsilano,5.0 of 5 bubbles,1,"#1,822, of 2,497 Restaurants in Vancouver",,Mexican
Hot Pot Legend,2.0 of 5 bubbles,2,"#643, of 679 Restaurants in Richmond",,
Kizuna Bansang Japanese and Korean Cuisine,5.0 of 5 bubbles,1,"#1,821, of 2,497 Restaurants in Vancouver",$$ - $$$,"Japanese,Asian,Korean"
Rayhan Mediterranean Restaurant,5.0 of 5 bubbles,1,"#1,816, of 2,497 Restaurants in Vancouver",,Mediterranean
Booster Juice UBC,4.5 of 5 bubbles,2,"#1,819, of 2,497 Restaurants in Vancouver",,
Chatime,4.0 of 5 bubbles,4,"#1,814, of 2,497 Restaurants in Vancouver",,"Chinese,Cafe,Asian,Taiwanese"
Cosy Inn,3.5 of 5 bubbles,7,"#1,809, of 2,497 Restaurants in Vancouver",$,
Papa John's Pizza,3.5 of 5 bubbles,4,"#1,805, of 2,497 Restaurants in Vancouver",,
Cobs Bread,5.0 of 5 bubbles,1,"#1,807, of 2,497 Restaurants in Vancouver",,
La Routa Pizzaria,5.0 of 5 bubbles,1,"#1,812, of 2,497 Restaurants in Vancouver",,"American,Pizza,Fast food"
Sun Sun Chinese Restaurant,0 reviews,0,"[None, None]",,Chinese
Subway,3.5 of 5 bubbles,6,"#1,802, of 2,497 Restaurants in Vancouver",,
Round Table Pizza,0 reviews,0,"[None, None]",,
Memory Corner,0 reviews,0,"[None, None]",,American
Yami Garden Restaurant,0 reviews,0,"[None, None]",,Chinese
Watami Japanese Dining,0 reviews,0,"[None, None]",,Japanese
Hushifu Chicken Hot Pot,0 reviews,0,"[None, None]",,
Hananoki Japanese Restaurant Cafe,2.5 of 5 bubbles,31,"#678, of 679 Restaurants in Richmond",$$ - $$$,"Japanese,Sushi,Asian"
Kumare Restaurant & Bakery,2.5 of 5 bubbles,34,"#677, of 679 Restaurants in Richmond",$$ - $$$,"Philippine,Asian"
Triple O's,3.5 of 5 bubbles,8,"#1,857, of 2,497 Restaurants in Vancouver",$,Fast food
Express Pho,3.5 of 5 bubbles,3,"#1,858, of 2,497 Restaurants in Vancouver",,"Asian,Vietnamese,Cambodian"
No 1 Dumpling,5.0 of 5 bubbles,1,"#1,848, of 2,497 Restaurants in Vancouver",,
Van. TeaCafe,3.5 of 5 bubbles,5,"#1,852, of 2,497 Restaurants in Vancouver",,
Cafe Crepe Express,4.0 of 5 bubbles,2,"#1,846, of 2,497 Restaurants in Vancouver",$$ - $$$,
Denny's,3.5 of 5 bubbles,38,"#1,847, of 2,497 Restaurants in Vancouver",$,"American,Diner"
Pro Sunny Fine Cuisine,0 reviews,0,"[None, None]",,Seafood
King's Chinese Cuisine,3.5 of 5 bubbles,21,"#1,843, of 2,497 Restaurants in Vancouver",$$ - $$$,"Chinese,Asian,Cantonese"
Strike,3.5 of 5 bubbles,4,"#1,844, of 2,497 Restaurants in Vancouver",,
Xo Beef Noodle Ltd,0 reviews,0,"[None, None]",,Asian
A&W Canada,0 reviews,0,"[None, None]",,
Rio Pizza,0 reviews,0,"[None, None]",,Pizza
Take Sento Japanese Restaurant,0 reviews,0,"[None, None]",,Japanese
Tim Hortons,0 reviews,0,"[None, None]",,
Riva Cafe,0 reviews,0,"[None, None]",,
Yu Fei Yu Roast Fish,0 reviews,0,"[None, None]",$$$$,"Chinese,Seafood,Asian"
Silver Fox Restaurant,0 reviews,0,"[None, None]",,
Subway,4.0 of 5 bubbles,4,"#1,886, of 2,497 Restaurants in Vancouver",,"American,Fast food,Deli"
Usagi Sweets,5.0 of 5 bubbles,1,"#1,890, of 2,497 Restaurants in Vancouver",,"Japanese,Cafe"
The Dunbar Public House,5.0 of 5 bubbles,1,"#1,885, of 2,497 Restaurants in Vancouver",,Canadian
The Gallery Restaurant & Lounge,4.5 of 5 bubbles,2,"#1,878, of 2,497 Restaurants in Vancouver",,
Megabite,3.5 of 5 bubbles,6,"#1,884, of 2,497 Restaurants in Vancouver",,Fast food
Triple O's,3.5 of 5 bubbles,5,"#1,875, of 2,497 Restaurants in Vancouver",,Fast food
Fortune Restaurant,4.0 of 5 bubbles,3,"#1,873, of 2,497 Restaurants in Vancouver",$,Chinese
Convivial Cafe and Bakery,4.5 of 5 bubbles,3,"#1,866, of 2,497 Restaurants in Vancouver",,Cafe
Itadakimasu Izakaya,4.5 of 5 bubbles,3,"#1,869, of 2,497 Restaurants in Vancouver",,
Annis Delicatessen,0 reviews,0,"[None, None]",,"Fast food,Deli"
The Bubble Tea Shop,0 reviews,0,"[None, None]",,
Nanay,0 reviews,0,"[None, None]",,
ZenQ,0 reviews,0,"[None, None]",,
Sweethoney Dessert,0 reviews,0,"[None, None]",,
Ramen Kobo,0 reviews,0,"[None, None]",,
Subway,0 reviews,0,"[None, None]",,
Guang Ting Seafood Restaurant,0 reviews,0,"[None, None]",,Seafood
PokA(C) Bar,0 reviews,0,"[None, None]",,
Java Express,5.0 of 5 bubbles,1,"#1,917, of 2,497 Restaurants in Vancouver",,Cafe
A&W Restaurant,3.5 of 5 bubbles,9,"#1,916, of 2,497 Restaurants in Vancouver",$,
The Chili House,5.0 of 5 bubbles,1,"#1,919, of 2,497 Restaurants in Vancouver",$,Chinese
Boba Boy,4.0 of 5 bubbles,2,"#1,913, of 2,497 Restaurants in Vancouver",,
Bonjour Marketplace,5.0 of 5 bubbles,1,"#1,909, of 2,497 Restaurants in Vancouver",$,"Japanese,Mediterranean,Contemporary"
Safeway Deli,5.0 of 5 bubbles,1,"#1,907, of 2,497 Restaurants in Vancouver",,Canadian
Chi House,5.0 of 5 bubbles,1,"#1,894, of 2,497 Restaurants in Vancouver",$,Chinese
The Bakeshop,5.0 of 5 bubbles,1,"#1,906, of 2,497 Restaurants in Vancouver",,Cafe
Idq Co,0 reviews,0,"[None, None]",,
A&W Canada,0 reviews,0,"[None, None]",,
Canbox 2Go,0 reviews,0,"[None, None]",,
A Wear Cafe,0 reviews,0,"[None, None]",,
Steam Fresh House,0 reviews,0,"[None, None]",,Seafood
VII,0 reviews,0,"[None, None]",$$ - $$$,"Bar,Pub"
Donair Spot,0 reviews,0,"[None, None]",,
Frisco Fries,0 reviews,0,"[None, None]",,
Magnetic Cafe 吸引力餐飲,0 reviews,0,"[None, None]",,Cafe
Tim Hortons,0 reviews,0,"[None, None]",,
The Bread Garden,3.0 of 5 bubbles,6,"#1,951, of 2,497 Restaurants in Vancouver",,
Kaneda,3.5 of 5 bubbles,11,"#1,946, of 2,497 Restaurants in Vancouver",,"Japanese,Sushi,Asian"
Phoenix Fast Food,4.5 of 5 bubbles,2,"#1,941, of 2,497 Restaurants in Vancouver",,"Fast food,Vietnamese"
Bean Around The World Coffees,5.0 of 5 bubbles,1,"#1,938, of 2,497 Restaurants in Vancouver",,Cafe
Hu Tong,3.5 of 5 bubbles,3,"#1,945, of 2,497 Restaurants in Vancouver",,
Sushi King House,3.5 of 5 bubbles,4,"#1,950, of 2,497 Restaurants in Vancouver",$$ - $$$,Sushi
Hui Lau Shan,5.0 of 5 bubbles,1,"#1,939, of 2,497 Restaurants in Vancouver",,"Chinese,Fast food"
888 Northern Cuisine,0 reviews,0,"[None, None]",,Canadian
11th End Cafe,0 reviews,0,"[None, None]",,Cafe
Akiyo Restaurant,0 reviews,0,"[None, None]",,
Brighouse Cafe,0 reviews,0,"[None, None]",,
Best Stone Restaurant,0 reviews,0,"[None, None]",,
Beijing Shanghai Fast Food,0 reviews,0,"[None, None]",,Chinese
Anderson Shanghai Food,0 reviews,0,"[None, None]",,Chinese
Cafe Jupiter,0 reviews,0,"[None, None]",,
McDonald's,0 reviews,0,"[None, None]",,
Star Night Bar & Grill LTD,0 reviews,0,"[None, None]",,"Indian,Brew Pub,Grill,Wine Bar"
Teriyaki Experience,3.5 of 5 bubbles,4,"#1,979, of 2,497 Restaurants in Vancouver",,Asian
A-1 Vietnamese Restaurant,4.5 of 5 bubbles,2,"#1,974, of 2,497 Restaurants in Vancouver",,Vietnamese
Subway,5.0 of 5 bubbles,1,"#1,971, of 2,497 Restaurants in Vancouver",,"American,Fast food"
Subway,4.0 of 5 bubbles,3,"#1,970, of 2,497 Restaurants in Vancouver",,"American,Fast food,Deli"
Scoop! Frozen Yogurt,5.0 of 5 bubbles,1,"#1,969, of 2,497 Restaurants in Vancouver",,
Taqueria,5.0 of 5 bubbles,1,"#1,966, of 2,497 Restaurants in Vancouver",$$ - $$$,"South American,Central American"
Panago,4.0 of 5 bubbles,2,"#1,964, of 2,497 Restaurants in Vancouver",,Pizza
Mexi Cali,3.5 of 5 bubbles,6,"#1,960, of 2,497 Restaurants in Vancouver",,Mexican
Cambies Cafe,5.0 of 5 bubbles,1,"#1,958, of 2,497 Restaurants in Vancouver",,
Mimibuloveme,4.0 of 5 bubbles,2,"#1,953, of 2,497 Restaurants in Vancouver",,
Tai Tung Chinese Seafood Restaurant,3.5 of 5 bubbles,16,"#1,956, of 2,497 Restaurants in Vancouver",$$ - $$$,"Chinese,Seafood,Asian"
Aoyama Cafe,0 reviews,0,"[None, None]",,
Cucina Toscana Italian Restaurant,0 reviews,0,"[None, None]",,Italian
Pho Hoa Noodle Soup,3.5 of 5 bubbles,8,"#1,952, of 2,497 Restaurants in Vancouver",$$ - $$$,Asian
Bubble Queen Cafe,0 reviews,0,"[None, None]",,
Cafe Janesville,0 reviews,0,"[None, None]",,"Middle Eastern,Canadian,Eastern European,Armenian"
Mochi 小丸子,0 reviews,0,"[None, None]",,
Cantine Aux Delices,0 reviews,0,"[None, None]",,
Godiva Chocolatier,0 reviews,0,"[None, None]",,
Restaurant Chez Mado's,0 reviews,0,"[None, None]",,French
Westcoast Poke,0 reviews,0,"[None, None]",,"Seafood,Healthy,Hawaiian"
Dong Tai Xiang Shanghai Dim Sum,3.5 of 5 bubbles,4,"#2,007, of 2,497 Restaurants in Vancouver",,
Yasma Syrian And Lebanese Takeout,4.0 of 5 bubbles,1,"#2,010, of 2,497 Restaurants in Vancouver",,"Lebanese,Mediterranean,Assyrian"
A&W 49th & Oak Street,3.5 of 5 bubbles,8,"#2,011, of 2,497 Restaurants in Vancouver",,
Jericho Beach Concession,3.5 of 5 bubbles,5,"#1,997, of 2,497 Restaurants in Vancouver",,Cafe
ZUBU ramen -Kerrisdale-,3.5 of 5 bubbles,2,"#2,004, of 2,497 Restaurants in Vancouver",$$ - $$$,"Japanese,Sushi"
Non Stop Pizza,5.0 of 5 bubbles,1,"#1,995, of 2,497 Restaurants in Vancouver",,
City 1 Cafe,3.5 of 5 bubbles,16,"#1,996, of 2,497 Restaurants in Vancouver",$$ - $$$,"Asian,Malaysian"
Noa Pan Asian Bistro,4.5 of 5 bubbles,3,"#1,929, of 2,497 Restaurants in Vancouver",,Asian
The Chopped Leaf,0 reviews,0,"[None, None]",,
Kerrisdale Kitchen,3.5 of 5 bubbles,3,"#1,926, of 2,497 Restaurants in Vancouver",,
Mazuya,4.0 of 5 bubbles,3,"#1,924, of 2,497 Restaurants in Vancouver",,Japanese
The Sushi Bar,4.0 of 5 bubbles,9,"#1,928, of 2,497 Restaurants in Vancouver",,Sushi
Fraserview Tandoori House & Meat Shop,5.0 of 5 bubbles,1,"#1,925, of 2,497 Restaurants in Vancouver",,"Steakhouse,Indian"
Charqui Grill,3.0 of 5 bubbles,27,"#1,922, of 2,497 Restaurants in Vancouver",$$ - $$$,"Bar,Grill,Pub"
Mochikas Cafe,4.0 of 5 bubbles,2,"#1,923, of 2,497 Restaurants in Vancouver",,
Chiffon Chinese Cuisine,0 reviews,0,"[None, None]",,Chinese
Cannes Restaurant,0 reviews,0,"[None, None]",,
Fu Yuang Fast Food,0 reviews,0,"[None, None]",,Fast food
1029 Cafe,0 reviews,0,"[None, None]",,Chinese
Orange Julius,3.5 of 5 bubbles,3,"#2,041, of 2,497 Restaurants in Vancouver",,"American,Healthy"
Simply French Cafe,4.0 of 5 bubbles,2,"#2,042, of 2,497 Restaurants in Vancouver",,French
Subway,3.5 of 5 bubbles,3,"#2,038, of 2,497 Restaurants in Vancouver",,Deli
Pacific Poke,4.0 of 5 bubbles,1,"#2,039, of 2,497 Restaurants in Vancouver",$$ - $$$,"Japanese,Asian,Healthy"
Domino's Pizza,5.0 of 5 bubbles,1,"#2,036, of 2,497 Restaurants in Vancouver",,Pizza
Kathy's Sandwich House,4.0 of 5 bubbles,1,"#2,029, of 2,497 Restaurants in Vancouver",$,
Win Win Chick-n,4.0 of 5 bubbles,1,"#2,035, of 2,497 Restaurants in Vancouver",,"Philippine,Asian"
Bubble Queen,3.5 of 5 bubbles,3,"#2,028, of 2,497 Restaurants in Vancouver",,Cafe
The Cake And The Giraffe,4.0 of 5 bubbles,1,"#2,019, of 2,497 Restaurants in Vancouver",$$ - $$$,American
Saku,4.0 of 5 bubbles,1,"#2,015, of 2,497 Restaurants in Vancouver",,Japanese
Tony's Cafe,3.5 of 5 bubbles,3,"#2,018, of 2,497 Restaurants in Vancouver",,Cafe
Midam,4.0 of 5 bubbles,1,"#2,025, of 2,497 Restaurants in Vancouver",,"Asian,Korean"
Osaka Sushi Japanese Restaurant,3.0 of 5 bubbles,11,"#2,027, of 2,497 Restaurants in Vancouver",$$ - $$$,"Japanese,Sushi,Asian"
Saigon by Night,0 reviews,0,"[None, None]",,Vietnamese
Curry Point,5.0 of 5 bubbles,1,"#2,013, of 2,497 Restaurants in Vancouver",,Indian
Cyborg Cafe Deli,0 reviews,0,"[None, None]",,Deli
Freshslice Pizza,0 reviews,0,"[None, None]",$,Pizza
Davey Boy's Chinese Take-Out,0 reviews,0,"[None, None]",,Chinese
Harvey's,0 reviews,0,"[None, None]",,Fast food
Eastern Fortune Chinese,0 reviews,0,"[None, None]",,Chinese
Carlton Restaurant,0 reviews,0,"[None, None]",,
Kalai’s Dosa Hut,4.0 of 5 bubbles,1,"#2,066, of 2,497 Restaurants in Vancouver",$$ - $$$,"Chinese,Indian"
Gladys Restaurant,5.0 of 5 bubbles,1,"#2,065, of 2,497 Restaurants in Vancouver",,
New Fishport Seafood Bistro,4.0 of 5 bubbles,4,"#2,056, of 2,497 Restaurants in Vancouver",,
Sushi Master,3.5 of 5 bubbles,2,"#2,058, of 2,497 Restaurants in Vancouver",,
White Spot,3.5 of 5 bubbles,8,"#2,061, of 2,497 Restaurants in Vancouver",,"Fast food,British,South American,Colombian"
Chai Lounge on Main,4.0 of 5 bubbles,2,"#2,054, of 2,497 Restaurants in Vancouver",,"Middle Eastern,Afghani"
Bella Pizza,3.5 of 5 bubbles,16,"#2,049, of 2,497 Restaurants in Vancouver",$,"Italian,Pizza"
Kitchen on Main St,3.5 of 5 bubbles,3,"#2,051, of 2,497 Restaurants in Vancouver",,"Italian,Canadian"
MeetRice Noodle,4.0 of 5 bubbles,1,"#2,048, of 2,497 Restaurants in Vancouver",,Chinese
Eden's Restaurant,0 reviews,0,"[None, None]",,
Shubu Shubu,0 reviews,0,"[None, None]",,"Asian,Taiwanese"
Kim Express,3.5 of 5 bubbles,7,"#2,044, of 2,497 Restaurants in Vancouver",$$ - $$$,
Asian Fusion,4.0 of 5 bubbles,2,"#2,046, of 2,497 Restaurants in Vancouver",,Indian
Emily Food,0 reviews,0,"[None, None]",,
Everlasting Rainbow Cafe,0 reviews,0,"[None, None]",,
Subway,0 reviews,0,"[None, None]",,
Fung Shing Restaurant,0 reviews,0,"[None, None]",,
Atv Asia Thailand,0 reviews,0,"[None, None]",,Thai
Me + Crepe,0 reviews,0,"[None, None]",,
Gismo,0 reviews,0,"[None, None]",,
Goldbar Cafe,0 reviews,0,"[None, None]",,
Grand honour Restaurant,3.0 of 5 bubbles,14,"#2,092, of 2,497 Restaurants in Vancouver",$$ - $$$,"Chinese,Asian,Cantonese"
Tomokazu Japanese Restaurant,3.5 of 5 bubbles,54,"#2,090, of 2,497 Restaurants in Vancouver",$$ - $$$,"Japanese,Sushi,Asian"
Viet Flavour Restaurant,4.0 of 5 bubbles,1,"#2,086, of 2,497 Restaurants in Vancouver",,Vietnamese
Seedlings,3.5 of 5 bubbles,2,"#2,088, of 2,497 Restaurants in Vancouver",,Vegetarian Friendly
Pacific Poke,3.5 of 5 bubbles,4,"#2,084, of 2,497 Restaurants in Vancouver",$$ - $$$,Hawaiian
Chef Hung Taiwanese Beef Noodle,3.0 of 5 bubbles,14,"#2,082, of 2,497 Restaurants in Vancouver",$$ - $$$,"Chinese,Asian,Taiwanese"
Smith's Bagelry,4.0 of 5 bubbles,1,"#2,079, of 2,497 Restaurants in Vancouver",,
Mixx Bao,4.0 of 5 bubbles,1,"#2,076, of 2,497 Restaurants in Vancouver",,"Asian,Taiwanese"
Soup Zone,4.0 of 5 bubbles,1,"#2,080, of 2,497 Restaurants in Vancouver",,
Tri-pot 鼎王滷味,0 reviews,0,"[None, None]",,
Boiling Point,3.5 of 5 bubbles,2,"#2,075, of 2,497 Restaurants in Vancouver",,"Asian,Korean"
New India Buffet Bar & Restaurant,3.0 of 5 bubbles,144,"#2,073, of 2,497 Restaurants in Vancouver",$$ - $$$,"Indian,Vegetarian Friendly,Vegan Options"
Asian Delight,0 reviews,0,"[None, None]",,Vietnamese
Foley's Candies Limited Partnership,0 reviews,0,"[None, None]",,
Jugoya Sushi Deli,0 reviews,0,"[None, None]",,"Sushi,Deli"
Steveston Harbour Riverside Cafe,0 reviews,0,"[None, None]",,
Lala's Perogie Express Take,0 reviews,0,"[None, None]",,"Eastern European,Ukrainian"
Subway,0 reviews,0,"[None, None]",,
Ku Pao Chia,0 reviews,0,"[None, None]",,
Cafe de Waraku,0 reviews,0,"[None, None]",$$ - $$$,"Cafe,Fusion"
Ming Tak Restaurant Ltd,3.5 of 5 bubbles,6,"#2,131, of 2,497 Restaurants in Vancouver",$$ - $$$,Chinese
Cafe D'lite,3.5 of 5 bubbles,7,"#2,111, of 2,497 Restaurants in Vancouver",,
Love's Cafe,0 reviews,0,"[None, None]",,
Go Curry Go,0 reviews,0,"[None, None]",$$ - $$$,"Indian,Middle Eastern,Pakistani"
Plaza Premium Lounge,0 reviews,0,"[None, None]",$$$$,"International,Asian,Fusion"
Sassafras Food Fair,3.5 of 5 bubbles,6,"#2,128, of 2,497 Restaurants in Vancouver",,
Bing & Noodle World,4.0 of 5 bubbles,1,"#2,114, of 2,497 Restaurants in Vancouver",,Chinese
The Gallery Patio & Lounge,4.0 of 5 bubbles,1,"#2,113, of 2,497 Restaurants in Vancouver",$,"American,Brew Pub,International"
Mocha Cafe,0 reviews,0,"[None, None]",,
New Genroku Sushi,0 reviews,0,"[None, None]",,"Japanese,Sushi"
Ai Cafe,0 reviews,0,"[None, None]",,"Asian,Taiwanese"
Gin's Kitchen and Cafe,0 reviews,0,"[None, None]",,"Asian,Taiwanese"
Pinocchio Restaurant,0 reviews,0,"[None, None]",,
Ttob,0 reviews,0,"[None, None]",,
Baker One Cafe,0 reviews,0,"[None, None]",,Cafe
Riverstone Bar & Grill,0 reviews,0,"[None, None]",,"Indian,Brew Pub,British,Wine Bar"
Gold Train Express,3.0 of 5 bubbles,6,"#2,160, of 2,497 Restaurants in Vancouver",,Vietnamese
Koi Japanese Ramen,4.0 of 5 bubbles,1,"#2,158, of 2,497 Restaurants in Vancouver",,
Tandoori Oven Restaurant,3.5 of 5 bubbles,8,"#2,157, of 2,497 Restaurants in Vancouver",,
Take Japanese Food,4.0 of 5 bubbles,1,"#2,156, of 2,497 Restaurants in Vancouver",,Japanese
The Juice Truck,3.5 of 5 bubbles,2,"#2,151, of 2,497 Restaurants in Vancouver",,Canadian
Khai Thai To Go,5.0 of 5 bubbles,1,"#2,150, of 2,497 Restaurants in Vancouver",,Thai
Phoscao Cafe,3.5 of 5 bubbles,4,"#2,146, of 2,497 Restaurants in Vancouver",,
Dharmas Kitchen,5.0 of 5 bubbles,1,"#2,145, of 2,497 Restaurants in Vancouver",,Vegan Options
Blenz,3.5 of 5 bubbles,2,"#2,143, of 2,497 Restaurants in Vancouver",,
Baoguette Vietnamese Bistro (Kerrisdale),3.0 of 5 bubbles,20,"#2,144, of 2,497 Restaurants in Vancouver",$,"Asian,Vietnamese,Soups"
Bagel Street Cafe,5.0 of 5 bubbles,1,"#1,863, of 2,497 Restaurants in Vancouver",,
Ying Kee Seafood Restaurant,0 reviews,0,"[None, None]",,Seafood
Tapatio Mexican Cafe & Bar,4.0 of 5 bubbles,1,"#2,134, of 2,497 Restaurants in Vancouver",$,Mexican
Perak Malaysian Cafe,3.5 of 5 bubbles,4,"#2,142, of 2,497 Restaurants in Vancouver",,
Ha Long Bay,0 reviews,0,"[None, None]",$,Vietnamese
Dharma Garden,0 reviews,0,"[None, None]",,Vietnamese
Ramen Taka notsume,0 reviews,0,"[None, None]",,
My Coffee,0 reviews,0,"[None, None]",,Cafe
Freshslice Pizza,3.0 of 5 bubbles,2,"#2,192, of 2,497 Restaurants in Vancouver",$,Pizza
Donair Town,4.0 of 5 bubbles,1,"#2,190, of 2,497 Restaurants in Vancouver",,Turkish
Second Cup Coffee Co.,3.5 of 5 bubbles,2,"#2,189, of 2,497 Restaurants in Vancouver",,
La Vita,3.5 of 5 bubbles,3,"#2,178, of 2,497 Restaurants in Vancouver",,
Heaven on Earth Cafe,4.0 of 5 bubbles,1,"#2,187, of 2,497 Restaurants in Vancouver",,
Goodge Place,4.0 of 5 bubbles,1,"#2,186, of 2,497 Restaurants in Vancouver",,Cafe
Dear Fro,4.0 of 5 bubbles,1,"#2,165, of 2,497 Restaurants in Vancouver",,
Kookaz Kaffee,3.5 of 5 bubbles,3,"#2,177, of 2,497 Restaurants in Vancouver",,Cafe
Donair Spot,3.5 of 5 bubbles,9,"#2,163, of 2,497 Restaurants in Vancouver",$,Mediterranean
Oriental Dumpling King,0 reviews,0,"[None, None]",,Chinese
Topwok Restaurant,0 reviews,0,"[None, None]",,Chinese
Lucky-Shells Restaurant,0 reviews,0,"[None, None]",,Seafood
Yamakiya Restaurant,0 reviews,0,"[None, None]",,
Teatriz Restaurant,0 reviews,0,"[None, None]",,
Veggie Restaurant,0 reviews,0,"[None, None]",,Vegetarian Friendly
Taiwanese Restaurants,0 reviews,0,"[None, None]",,"Pizza,Asian,Taiwanese"
Sabo,0 reviews,0,"[None, None]",,
Restaurant Cleveland Pizzeria,0 reviews,0,"[None, None]",,Pizza
Xing Fu Tang,0 reviews,0,"[None, None]",$,"Asian,Taiwanese"
Cafe Tica Ltd,4.0 of 5 bubbles,1,"#2,222, of 2,497 Restaurants in Vancouver",,
Totem Dining Room,3.5 of 5 bubbles,3,"#2,212, of 2,497 Restaurants in Vancouver",,Canadian
Yi Jia Chun Shanghai Restaurant,4.0 of 5 bubbles,1,"#2,214, of 2,497 Restaurants in Vancouver",,
Subway,3.5 of 5 bubbles,2,"#2,208, of 2,497 Restaurants in Vancouver",,Fast food
Subway,3.5 of 5 bubbles,2,"#2,216, of 2,497 Restaurants in Vancouver",,
